qid,name,category,country,iso,lat,lon,year,year_approx,century,wikipedia,image,sitelinks,pageviews,fame_rank,url,image_by,image_licence
Q2744196,Château de Jumilhac,castle,France,FR,45.49306,1.06,1550,1,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Jumilhac,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Jumilhac.jpg?width=1280,7,1442,3578,https://thecastlemap.com/castles/chateau-de-jumilhac/,Darkhimmel,CC BY-SA 4.0
Q3304541,Lëkurësi Fortress,ruin,Albania,AL,39.8659,20.02567,1537,0,16th century,https://en.wikipedia.org/wiki/L%C3%ABkur%C3%ABsi_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/L%C3%ABkur%C3%ABsi%20Castle%2C%20Saranda%2C%20Albania%202015-09-25%2001.jpg?width=1280,7,2815,2948,https://thecastlemap.com/castles/lekuresi-fortress/,Pasztilla¨aka Attila Terbócs,CC BY-SA 4.0
Q2968717,Château de Busset,castle,France,FR,46.06306,3.51,,0,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Busset,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Busset.jpg?width=1280,7,888,4160,https://thecastlemap.com/castles/chateau-de-busset/,DVernon at English Wikipedia,Public domain
Q3192287,Kalâa of Ait Abbas,castle,Algeria,DZ,36.29639,4.58083,1550,1,16th century,https://en.wikipedia.org/wiki/Kal%C3%A2a_of_Ait_Abbas,https://commons.wikimedia.org/wiki/Special:FilePath/Kalaa%20des%20Ath%20Abbas%2C%20Bejaia.jpg?width=1280,7,1914,3279,https://thecastlemap.com/castles/kalaa-of-ait-abbas/,Riad Hadjsadok,CC BY-SA 4.0
Q2969314,Château de Gavaudun,castle,France,FR,44.56028,0.88833,1250,1,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Gavaudun,https://commons.wikimedia.org/wiki/Special:FilePath/Gav01.JPG?width=1280,7,426,4916,https://thecastlemap.com/castles/chateau-de-gavaudun/,Bernardg,Public domain
Q3078019,Fort Saint-André (Villeneuve-lès-Avignon),fortress,France,FR,43.96657,4.80144,1325,1,14th century,https://en.wikipedia.org/wiki/Fort_Saint-Andr%C3%A9_(Villeneuve-l%C3%A8s-Avignon),https://commons.wikimedia.org/wiki/Special:FilePath/Vue%20sur%20le%20ch%C3%A2teau%20fort%20Saint%20Andr%C3%A9.JPG?width=1280,7,1659,3431,https://thecastlemap.com/castles/fort-saint-andre-villeneuve-les-avignon/,Vi..Cult..,CC BY-SA 3.0
Q2969491,Kitanosho Castle,castle,Japan,JP,36.06014,136.21965,1575,0,16th century,https://en.wikipedia.org/wiki/Kitanosho_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Shibata%20jinja.jpeg?width=1280,7,7142,2323,https://thecastlemap.com/castles/kitanosho-castle/,nnh,Public domain
Q3403257,Maglaj Fortress,fortress,Bosnia and Herzegovina,BA,44.54379,18.10224,,0,,https://en.wikipedia.org/wiki/Maglaj_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Gradina.jpg?width=1280,7,274,5317,https://thecastlemap.com/castles/maglaj-fortress/,The original uploader was Bosniarasta at Bosnian Wikipedia,CC BY-SA 3.0
Q3338715,Dagnum,fortress,Albania,AL,42.01341,19.6264,,0,,https://en.wikipedia.org/wiki/Dagnum,https://commons.wikimedia.org/wiki/Special:FilePath/Vau%20i%20Dej%C3%ABs%20Castle%20%2823860%29.jpg?width=1280,7,665,4487,https://thecastlemap.com/castles/dagnum/,Edukatori,CC BY-SA 4.0
Q1026929,Hinoe Castle,ruin,Japan,JP,32.65995,130.2528,1210,0,13th century,https://en.wikipedia.org/wiki/Hinoe_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%E6%97%A5%E9%87%8E%E6%B1%9F%E5%9F%8E3.JPG?width=1280,7,1133,3862,https://thecastlemap.com/castles/hinoe-castle/,Indiana jo,CC BY-SA 4.0
Q1037684,Takayama Castle,castle,Japan,JP,36.13819,137.26358,1588,0,16th century,https://en.wikipedia.org/wiki/Takayama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Japan%20110416%20Takayama%2003.jpg?width=1280,7,1615,3453,https://thecastlemap.com/castles/takayama-castle/,Oren Rozen,CC BY-SA 4.0
Q5118693,Château Moncade,ruin,France,FR,43.492,-0.76997,1242,0,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Moncade,https://commons.wikimedia.org/wiki/Special:FilePath/Orthez%20Tour%20Moncade.jpg?width=1280,7,483,4805,https://thecastlemap.com/castles/chateau-moncade/,"[https://www.flickr.com/photos/10699036@n08 Object location43° 29′ 31.15″ N, 0°…",CC BY-SA 2.0
Q19951033,Hutovo Fortress,fortress,Bosnia and Herzegovina,BA,42.9575,17.8128,1525,0,16th century,https://en.wikipedia.org/wiki/Hutovo_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Hutovo%2C%20trosky.jpg?width=1280,7,320,5191,https://thecastlemap.com/castles/hutovo-fortress/,I would appreciate being notified if you use my work outside Wikimedia. More of…,CC BY 3.0
Q2970344,Raudondvaris Castle,castle,Lithuania,LT,54.94306,23.78333,1392,0,14th century,https://en.wikipedia.org/wiki/Raudondvaris_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Raudondvaris07.jpg?width=1280,7,831,4246,https://thecastlemap.com/castles/raudondvaris-castle/,CD,CC BY-SA 3.0
Q19406973,Walled town of Vidoški,castle,Bosnia and Herzegovina,BA,43.08061,17.95568,1450,1,15th century,https://en.wikipedia.org/wiki/Walled_town_of_Vido%C5%A1ki,https://commons.wikimedia.org/wiki/Special:FilePath/Stolac%2C%20Bosnia%2C%20Austro-Hungary-LCCN2002710701.jpg?width=1280,7,750,4359,https://thecastlemap.com/castles/walled-town-of-vidoski/,Photochrom Print Collection,Public domain
Q1405143,Château de Ham,castle,France,FR,49.7434,3.0731,1052,0,11th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Ham,https://commons.wikimedia.org/wiki/Special:FilePath/111-SC-26479%20-%20NARA%20-%2055212469%20%28cropped%29.jpg?width=1280,7,1780,3358,https://thecastlemap.com/castles/chateau-de-ham/,Unknown authorUnknown author or not provided,Public domain
Q2970156,Château de Noirmoutier,castle,France,FR,47.00048,-2.24214,,0,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Noirmoutier,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Noirmoutier%2066.JPG?width=1280,7,1186,3806,https://thecastlemap.com/castles/chateau-de-noirmoutier/,User Nomorsad on fr.wikipedia,CC BY-SA 3.0
Q5754211,Rostam Castle,castle,Iran,IR,30.55703,61.24708,,0,,https://en.wikipedia.org/wiki/Rostam_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Rostam%20Castle%2013960724%2006.jpg?width=1280,7,651,4510,https://thecastlemap.com/castles/rostam-castle/,Masoud Sheikhveisi مسعود شیخ‌ویسی,CC BY 4.0
Q2970702,Shōryūji Castle,castle,Japan,JP,34.91811,135.70069,1339,0,14th century,https://en.wikipedia.org/wiki/Sh%C5%8Dry%C5%ABji_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/ShoryujiCastle.jpg?width=1280,7,7291,2312,https://thecastlemap.com/castles/shoryuji-castle/,Mass Ave 975 at English Wikipedia,CC BY-SA 3.0
Q2970766,Tateyama Castle,castle,Japan,JP,34.98156,139.85531,1580,0,16th century,https://en.wikipedia.org/wiki/Tateyama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/TateyamaCastle.jpg?width=1280,7,2312,3098,https://thecastlemap.com/castles/tateyama-castle/,Kentagon,CC BY-SA 4.0
Q1571184,Kasteel Wissekerke,castle,Belgium,BE,51.14554,4.30176,1450,1,15th century,https://en.wikipedia.org/wiki/Wissekerke_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bazel%20Wissekerke5.JPG?width=1280,7,832,4244,https://thecastlemap.com/castles/kasteel-wissekerke/,Torsade de Pointes,CC0
Q2970867,Château de Trécesson,castle,France,FR,47.97556,-2.27389,,0,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Tr%C3%A9cesson,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Tr%C3%A9cesson.JPG?width=1280,7,3838,2703,https://thecastlemap.com/castles/chateau-de-trecesson/,Nicolas Jamet,Public domain
Q25554982,Fortress of Ključ,fortress,Bosnia and Herzegovina,BA,44.53764,16.78589,,0,,https://en.wikipedia.org/wiki/Klju%C4%8D_Castle_(Klju%C4%8D),https://commons.wikimedia.org/wiki/Special:FilePath/Klju%C4%8D%20%E2%80%93%20pogled%20sa%20tvr%C4%91ave%20%282024%29%2002.jpg?width=1280,7,363,5049,https://thecastlemap.com/castles/fortress-of-kljuc/,Julian Nyča,CC BY-SA 4.0
Q1987156,Château de Kérouzéré,castle,France,FR,48.6725,-4.06972,1425,1,15th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_K%C3%A9rouz%C3%A9r%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20K%C3%A9rouz%C3%A9r%C3%A9.jpg?width=1280,7,1323,3677,https://thecastlemap.com/castles/chateau-de-kerouzere/,Rolf Krahl (Rotkraut),CC BY 4.0
Q2025604,Bornem Castle,palace,Belgium,BE,51.10286,4.21686,1000,0,10th century,https://en.wikipedia.org/wiki/Bornem_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kasteel%20Marnix%20de%20Sainte-Aldegonde7.JPG?width=1280,7,1484,3545,https://thecastlemap.com/castles/kasteel-de-marnix-de-sainte-aldegonde/,Torsade de Pointes,Public domain
Q2269885,Château de Bellocq,ruin,France,FR,43.5175,-0.91417,1281,0,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bellocq,https://commons.wikimedia.org/wiki/Special:FilePath/Bellocq%20ch%C3%A2teau%201.JPG?width=1280,7,332,5146,https://thecastlemap.com/castles/chateau-de-bellocq/,Jibi44,CC BY-SA 3.0
Q2176795,Château de Bourdeilles,castle,France,FR,45.3225,0.58667,1325,1,14th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bourdeilles,https://commons.wikimedia.org/wiki/Special:FilePath/PalaisetdonjondeBourdeilles.JPG?width=1280,7,1099,3902,https://thecastlemap.com/castles/chateau-de-bourdeilles/,Albanst,CC BY-SA 3.0
Q2190858,Château de Bazoches,castle,France,FR,47.3808,3.795,1180,0,12th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bazoches,https://commons.wikimedia.org/wiki/Special:FilePath/Bazoches-ch%C3%A2teau-1.jpg?width=1280,7,2131,3169,https://thecastlemap.com/castles/chateau-de-bazoches/,Patrick89,CC BY-SA 3.0
Q11242473,Miki Castle,castle,Japan,JP,34.7999,134.988,1492,0,15th century,https://en.wikipedia.org/wiki/Miki_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mikij10.jpg?width=1280,7,23006,2056,https://thecastlemap.com/castles/miki-castle/,投稿者が撮影,Public domain
Q8064652,Zahhak Castle,castle,Iran,IR,37.38506,47.16722,,0,,https://en.wikipedia.org/wiki/Zahhak_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%D9%82%D9%84%D8%B9%D9%87%20%D8%B6%D8%AD%D8%A7%DA%A9.jpg?width=1280,7,2893,2927,https://thecastlemap.com/castles/zahhak-castle/,Alizadeh1994,CC BY-SA 4.0
Q12233397,Areimeh Castle,castle,Syria,SY,34.7445,36.0425,,0,,https://en.wikipedia.org/wiki/Areimeh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Areima%20Castle%2C%20Syria.jpg?width=1280,7,354,5074,https://thecastlemap.com/castles/areimeh-castle/,The original uploader was محمد عبد الغني at Arabic Wikipedia,CC BY 2.0
Q258316,Chynadiiovo Castle,castle,Ukraine,UA,48.5019,22.8417,1350,1,14th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Tchinadi%C3%AFvskiy,https://commons.wikimedia.org/wiki/Special:FilePath/Telegdy-R%C3%A1k%C3%B3czi%20castle%20Chynadiyovo%202012%2001.jpg?width=1280,7,1705,3396,https://thecastlemap.com/castles/chynadiiovo-castle/,VargaA,CC BY-SA 3.0
Q994058,Hachinohe Castle,ruin,Japan,JP,40.51475,141.48786,1627,0,17th century,https://en.wikipedia.org/wiki/Hachinohe_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hachinohe-castle-honmaruato.jpg?width=1280,7,1123,3877,https://thecastlemap.com/castles/hachinohe-castle/,house-nasu,CC BY 2.5
Q1977679,Sydoriv Castle,ruin,Ukraine,UA,49.00278,26.17028,1645,1,17th century,https://en.wikipedia.org/wiki/Sydoriv_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ukraine.Sydoriv.Castle01.jpg?width=1280,7,447,4873,https://thecastlemap.com/castles/sydoriv-castle/,plf16,Public domain
Q2059782,Petit Châtelet,castle,France,FR,48.8575,2.34722,875,1,9th century,https://fr.wikipedia.org/wiki/Petit_Ch%C3%A2telet,https://commons.wikimedia.org/wiki/Special:FilePath/Petit%20Ch%C3%A2telet%201650.jpg?width=1280,7,537,4708,https://thecastlemap.com/castles/petit-chatelet/,Unknown authorUnknown author,Public domain
Q4178404,Zhvantsem Castle,ruin,Ukraine,UA,48.55167,26.48472,1401,0,15th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Jvanets,https://commons.wikimedia.org/wiki/Special:FilePath/ZwaniecZamek.JPG?width=1280,7,607,4574,https://thecastlemap.com/castles/zhvantsem-castle/,Tomasz Leśniowski,CC BY-SA 3.0
Q3077976,Fort Paté,fortress,France,FR,45.11778,-0.67861,1693,0,17th century,https://en.wikipedia.org/wiki/Fort_Pat%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20p%C3%A2t%C3%A9.jpg?width=1280,7,582,4618,https://thecastlemap.com/castles/fort-pate/,GBR2blaye,CC BY-SA 3.0
Q3396507,Anevo Fortress,fortress,Bulgaria,BG,42.67778,24.73389,1125,1,12th century,https://en.wikipedia.org/wiki/Anevo_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Anevsko%20Kale%2006.JPG?width=1280,7,713,4412,https://thecastlemap.com/castles/anevo-fortress/,Nenko Lazarov,CC BY 2.5
Q16928476,Fort Mont-Valérien,fortress,France,FR,48.87283,2.21331,1841,0,19th century,https://en.wikipedia.org/wiki/Fort_Mont-Val%C3%A9rien,https://commons.wikimedia.org/wiki/Special:FilePath/Forteresse%20du%20Mont-Val%C3%A9rien%2C%20Suresnes%203-2.jpg?width=1280,7,4817,2531,https://thecastlemap.com/castles/fort-mont-valerien/,Polymagou,CC BY-SA 4.0
Q4135566,Kaffa genoese fortress,fortress,Ukraine,UA,45.02204,35.4001,1266,0,13th century,https://fr.wikipedia.org/wiki/Caffa,https://commons.wikimedia.org/wiki/Special:FilePath/Theodosia%20castle.JPG?width=1280,7,3947,2682,https://thecastlemap.com/castles/kaffa-genoese-fortress/,Janmad,CC BY 3.0
Q4219730,Kerch Fortress,fortress,Ukraine,UA,45.31496,36.47975,1877,0,19th century,https://en.wikipedia.org/wiki/Kerch_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Kerch%20Fortress%20Kerch%20gate%20IMG%202547%201725.jpg?width=1280,7,1372,3625,https://thecastlemap.com/castles/kerch/,Alexxx1979,CC BY-SA 3.0
Q3242128,Lyutitsa,castle,Bulgaria,BG,41.5025,26.06278,1750,1,18th century,https://en.wikipedia.org/wiki/Lyutitsa,https://commons.wikimedia.org/wiki/Special:FilePath/Lyutitsa%207.jpg?width=1280,7,687,4449,https://thecastlemap.com/castles/lyutitsa/,Izvora,CC BY-SA 3.0
Q2027148,Kluže,fortress,Slovenia,SI,46.36169,13.58863,1472,0,15th century,https://en.wikipedia.org/wiki/Klu%C5%BEe_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/SpodnjeKluze1.jpg?width=1280,7,1515,3523,https://thecastlemap.com/castles/kluze/,Žiga,Public domain
Q2813463,Borač Fortress,fortress,Serbia,RS,43.96389,20.60278,1389,0,14th century,https://en.wikipedia.org/wiki/Bora%C4%8D_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Tvrdjava%20Borac%20na%20Krsu%20Donzon2.jpg?width=1280,7,328,5161,https://thecastlemap.com/castles/borac-fortress/,CrniBombarder!!!,CC BY-SA 3.0
Q4440460,Staraya Ladoga Fortress,fortress,Russia,RU,59.99777,32.29809,862,0,9th century,https://fr.wikipedia.org/wiki/Forteresse_de_Stara%C3%AFa_Ladoga,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D1%80%D0%B5%D0%BF%D0%BE%D1%81%D1%82%D1%8C%20%D0%A1%D1%82%D0%B0%D1%80%D0%B0%D1%8F%20%D0%9B%D0%B0%D0%B4%D0%BE%D0%B3%D0%B0%20%D0%92%D0%B8%D0%B4.jpg?width=1280,7,2500,3037,https://thecastlemap.com/castles/staraya-ladoga-fortress/,Dionisius1976,CC BY-SA 4.0
Q5482919,Kärnäkoski Fortress,fortress,Finland,FI,61.26,27.71,1791,0,18th century,https://en.wikipedia.org/wiki/K%C3%A4rn%C3%A4koski_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%A4rn%C3%A4koski%20portti.jpg?width=1280,7,1096,3904,https://thecastlemap.com/castles/karnakoski-fortress/,User Ohto Kokko on fi.wikipedia,CC BY-SA 3.0
Q27055386,Tomornitsa,castle,Albania,AL,40.70267,20.10921,,0,,https://fr.wikipedia.org/wiki/Tomorrnitsa,https://commons.wikimedia.org/wiki/Special:FilePath/Mali%20i%20Tomorrit%201.jpg?width=1280,7,273,5320,https://thecastlemap.com/castles/tomornitsa/,Ditty ch4,CC BY-SA 4.0
Q1763231,Fort Saint-Nicolas,fortress,France,FR,43.29083,5.3625,1660,0,17th century,https://en.wikipedia.org/wiki/Fort_Saint-Nicolas_(Marseille),https://commons.wikimedia.org/wiki/Special:FilePath/Marseille%20Fort%20Saint%20Nicolas.jpg?width=1280,7,2036,3203,https://thecastlemap.com/castles/fort-saint-nicolas/,Stevage,CC BY-SA 2.5
Q2488326,Fort of Our Lady of the Annunciation,fortress,Indonesia,ID,-3.69257,128.18235,1575,0,16th century,https://en.wikipedia.org/wiki/Fort_Victoria_(Ambon),https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20De%20achterpoort%20van%20Fort%20Victoria%20te%20Ambon%20Molukken.%20TMnr%2060013207.jpg?width=1280,7,933,4085,https://thecastlemap.com/castles/fort-of-our-lady-of-the-annunciation/,Unknown authorUnknown author,CC BY-SA 3.0
Q3021660,Fort Delimara,fortress,Malta,MT,35.82389,14.5575,1876,0,19th century,https://en.wikipedia.org/wiki/Fort_Delimara,https://commons.wikimedia.org/wiki/Special:FilePath/Malta%20-%20Marsaxlokk%20-%20Triq%20Delimara%20-%20Fort%20Delimara%2014%20ies.jpg?width=1280,7,433,4899,https://thecastlemap.com/castles/fort-delimara/,Frank Vincentz,CC BY-SA 3.0
Q3764606,Kondaveedu Fort,fortress,India,IN,16.2597,80.2653,,0,,https://en.wikipedia.org/wiki/Kondaveedu_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Kondavid-drug.%20Signed%20%27W.R.%27.jpg?width=1280,7,1996,3229,https://thecastlemap.com/castles/kondaveedu-fort/,"R., William (fl. 1784-1816)",Public domain
Q1185336,Fort Henry,fortress,Canada,CA,44.23026,-76.45968,1812,0,19th century,https://en.wikipedia.org/wiki/Fort_Henry_National_Historic_Site,https://commons.wikimedia.org/wiki/Special:FilePath/FortHenryOntario1920.jpg?width=1280,7,3602,2758,https://thecastlemap.com/castles/fort-henry/,McCarthy Aero Service Ltd,Public domain
Q3748473,Fort Bridger,fortress,United States,US,41.31778,-110.39194,1928,0,20th century,https://en.wikipedia.org/wiki/Fort_Bridger,https://commons.wikimedia.org/wiki/Special:FilePath/Fortbridger.JPG?width=1280,7,7939,2282,https://thecastlemap.com/castles/fort-bridger/,Napa,CC BY-SA 3.0
Q5470723,Fort Amsterdam (Sint Maarten),fortress,Sint Maarten,SX,18.0148,-63.0595,1631,0,17th century,https://en.wikipedia.org/wiki/Fort_Amsterdam_(Sint_Maarten),https://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Sheffield%20in%20Little%20Bay%2C%20St%20Maarten%2C%20Oct%202014%20%2815037894784%29.jpg?width=1280,7,753,4353,https://thecastlemap.com/castles/fort-amsterdam-sx/,alljengi from Edinburgh,CC BY-SA 2.0
Q5471425,Fort Kearny,fortress,United States,US,40.65,-99,1848,0,19th century,https://en.wikipedia.org/wiki/Fort_Kearny,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Kearny%20State%20Historical%20Park%2C%20Nebraska%2C%20USA.jpg?width=1280,7,3045,2882,https://thecastlemap.com/castles/fort-kearny/,Hanyou23,CC BY-SA 4.0
Q5471911,Fort Reno,fortress,United States,US,43.8275,-106.24,1865,0,19th century,https://en.wikipedia.org/wiki/Fort_Reno_(Wyoming),https://commons.wikimedia.org/wiki/Special:FilePath/FortReno.jpg?width=1280,7,749,4361,https://thecastlemap.com/castles/fort-reno/,Urdangaray,Public domain
Q3078009,Fort Rouillé,fortress,Canada,CA,43.63056,-79.42361,1750,0,18th century,https://en.wikipedia.org/wiki/Fort_Rouill%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Artist%27s%20impression%20of%20Fort%20Rouill%C3%A9%2C%20near%20the%20current%20site%20of%20the%20CNE%2C%20Toronto.gif?width=1280,7,1180,3813,https://thecastlemap.com/castles/fort-rouille/,Unknown authorUnknown author,Public domain
Q3078036,Fort Saint-Frédéric,fortress,United States,US,44.02917,-73.43111,1734,0,18th century,https://en.wikipedia.org/wiki/Fort_Saint-Fr%C3%A9d%C3%A9ric,https://commons.wikimedia.org/wiki/Special:FilePath/Crown%20Pt%20NY%20foreground%20French%20Fort%20St%20Frederic.jpg?width=1280,7,1346,3651,https://thecastlemap.com/castles/fort-saint-frederic/,petersent,Public domain
Q4563360,Riffort,fortress,Curaçao,CW,12.10549,-68.93716,1828,0,19th century,https://fr.wikipedia.org/wiki/Mus%C3%A9e_du_Fort_Rif_de_Willemstad,https://commons.wikimedia.org/wiki/Special:FilePath/RIF%20FORT%2C%20WILLEMSTAD%2C%20CURACAO.jpg?width=1280,7,369,5035,https://thecastlemap.com/castles/riffort/,JERRYE AND ROY KLOTZ MD,CC BY-SA 3.0
Q5003231,Buxa Fort,fortress,India,IN,26.755,89.5803,1873,0,19th century,https://en.wikipedia.org/wiki/Buxa_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Buxa%20Fort%20WLB%20DSC%200350.jpg?width=1280,7,1314,3686,https://thecastlemap.com/castles/buxa-fort/,Schwiki,CC BY-SA 4.0
Q6681850,Los Adaes,castle,United States,US,31.7086,-93.2933,1721,0,18th century,https://en.wikipedia.org/wiki/Los_Adaes,https://commons.wikimedia.org/wiki/Special:FilePath/LOS%20ADAES.jpg?width=1280,7,1882,3293,https://thecastlemap.com/castles/los-adaes/,JERRYE & ROY KLOTZ MD,CC BY-SA 3.0
Q3077834,Fort Coligny,fortress,Brazil,BR,-22.91389,-43.15972,1555,0,16th century,https://en.wikipedia.org/wiki/Fort_Coligny,https://commons.wikimedia.org/wiki/Special:FilePath/Mapa%20da%20Fran%C3%A7a%20Ant%C3%A1rtica%20%28Rio%20de%20Janeiro%29%20da%20d%C3%A9cada%20de%201660%20baseado%20nos%20relatos%20relatos%20de%20L%C3%A9ry%20da%20d%C3%A9cada%201550.jpg?width=1280,7,1498,3536,https://thecastlemap.com/castles/fort-coligny/,Mschlindwein,Public domain
Q3077840,Fort Delgrès,fortress,France,FR,15.9886,-61.7231,1649,0,17th century,https://en.wikipedia.org/wiki/Fort_Delgr%C3%A8s,https://commons.wikimedia.org/wiki/Special:FilePath/Entr%C3%A9e%20du%20Fort%20Delgr%C3%A8s.JPG?width=1280,7,800,4286,https://thecastlemap.com/castles/fort-delgres/,LPLT,CC BY-SA 3.0
Q3078086,Fort Teremba,fortress,France,FR,-21.7286,165.7156,1871,0,19th century,https://en.wikipedia.org/wiki/Fort_Teremba,https://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20the%20top%20of%20the%20fort.jpg?width=1280,7,363,5046,https://thecastlemap.com/castles/fort-teremba/,c_le_plus,CC BY-SA 2.5
Q5472089,Fort Stanton,fortress,United States,US,33.49608,-105.5239,1855,0,19th century,https://en.wikipedia.org/wiki/Fort_Stanton_(New_Mexico),https://commons.wikimedia.org/wiki/Special:FilePath/Officers%20Quarters%20Fort%20Stanton%20New%20Mexico.jpg?width=1280,7,1537,3502,https://thecastlemap.com/castles/fort-stanton/,AllenS,Public domain
Q5472516,Fortaleza de São João,fortress,Brazil,BR,-22.94337,-43.15646,1565,0,16th century,https://en.wikipedia.org/wiki/Fortress_of_S%C3%A3o_Jo%C3%A3o_(Rio_de_Janeiro),https://commons.wikimedia.org/wiki/Special:FilePath/SaoJoaoFort.jpg?width=1280,7,961,4049,https://thecastlemap.com/castles/fortaleza-de-sao-joao/,Fulviusbsas,Public domain
Q2969909,Mirwart Castle,castle,Belgium,BE,50.054,5.257,1050,1,11th century,https://en.wikipedia.org/wiki/Mirwart_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mirwart%20JPG02.jpg?width=1280,7,687,4448,https://thecastlemap.com/castles/mirwart-castle/,Jean-Pol GRANDMONT,CC BY 3.0
Q3246518,Dommeldange Castle,castle,Luxembourg,LU,49.63667,6.14417,1700,0,17th century,https://en.wikipedia.org/wiki/Dommeldange_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Dommeldange.jpg?width=1280,7,312,5215,https://thecastlemap.com/castles/dommeldange-castle/,Cayambe,CC BY-SA 3.0
Q2969067,Château de Coussac-Bonneval,castle,France,FR,45.5119,1.32556,,0,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bonneval,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau-Caussac-Bonneval.jpg?width=1280,7,916,4119,https://thecastlemap.com/castles/chateau-de-coussac-bonneval/,Tournachon,CC BY-SA 3.0
Q2968884,Charlottenlund Castle,palace,Sweden,SE,55.43083,13.69083,1849,0,19th century,https://en.wikipedia.org/wiki/Charlottenlund_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Charlottenlund%202.JPG?width=1280,7,1575,3472,https://thecastlemap.com/castles/charlottenlund-castle/,User Jorchr on sv.wikipedia,CC BY-SA 3.0
Q12258310,Château-Vieux,castle,France,FR,43.4919,-1.4779,1450,1,15th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau-Vieux_(Bayonne),https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20Vieux-Entr%C3%A9e.jpg?width=1280,7,1252,3733,https://thecastlemap.com/castles/chateau-vieux/,Daniel Villafruela,CC BY-SA 3.0
Q1704126,Aertrycke Castle,castle,Belgium,BE,51.09389,3.08556,1869,0,19th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27Aertrycke,https://commons.wikimedia.org/wiki/Special:FilePath/CastleAertrycke.jpg?width=1280,7,415,4942,https://thecastlemap.com/castles/aertrycke-castle/,Tbc,Public domain
Q3511836,Tilurium,castle,Croatia,HR,43.6114,16.7157,50,1,1st century,https://en.wikipedia.org/wiki/Tilurium,https://commons.wikimedia.org/wiki/Special:FilePath/Tilurij%2020080427%20004.jpg?width=1280,7,459,4850,https://thecastlemap.com/castles/tilurium/,Ante Perkovic,CC BY-SA 3.0
